Commodity Type,ADM2_PCODE,Province,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1
Cassava Industrial Production,0803700000,Leyte,14469.59,16970.25,13891.53,16892.12,13452.7,16892.78,13331.0,16475.2,13287.0,16500.0,9432.0
Cassava Industrial Production,0804800000,Northern Samar,,,,,,,,,,,1.15
Cassava Industrial Production,0806000000,Samar (Western Samar),,,,,,29.41,118.31,26.93,110.91,26.04,
Cassava Industrial Production,0806400000,Southern Leyte,,,,,,,,,0.18,,
Cassava Industrial Production,0807800000,Biliran,,,,,,,,,,,
Cassava Industrial Production,0906600000,,,,,,,,,,,,
Cassava Industrial Production,0907200000,Zamboanga del Norte,5134.55,8621.21,5661.2,8512.01,3557.77,7300.65,3386.68,6964.27,2748.85,6449.67,1163.09
Cassava Industrial Production,0907300000,Zamboanga del Sur,7212.91,16754.06,6642.76,16831.71,9103.99,15395.53,8111.18,13881.2,7214.72,9728.73,4933.6
Cassava Industrial Production,0907400000,Zamboanga City,2615.08,3456.69,2639.78,3518.63,,,,,2730.03,5462.78,2731.71
Cassava Industrial Production,0908300000,Zamboanga Sibugay,,,,,,,,,,,
Cassava Industrial Production,1001300000,Bukidnon,253250.71,205244.13,264141.64,207497.61,297977.81,202724.03,255086.58,166983.54,251408.76,151066.78,133919.18
Cassava Industrial Production,1001800000,Camiguin,,,,,,,,,,,
Cassava Industrial Production,1003500000,Lanao del Norte,705.0,650.0,690.0,620.0,678.0,610.0,680.0,611.0,687.0,608.23,179.6
Cassava Industrial Production,1004200000,Misamis Occidental,12500.0,2002.0,,,,,,,,,
Cassava Industrial Production,1004300000,Misamis Oriental,133068.7,19897.45,139880.81,21701.03,143019.63,20456.0,143493.28,17686.28,141521.88,17822.64,36308.44
Cassava Industrial Production,1102300000,Davao del Norte,544.46,206.11,475.07,203.2,456.24,201.93,468.11,173.96,449.1,167.81,302.65
Cassava Industrial Production,1102400000,Davao del Sur,852.64,389.16,839.75,376.96,1834.41,1293.53,1687.98,1226.12,1155.69,410.04,309.77
Cassava Industrial Production,1102500000,Davao Oriental,,,,,,,,,,,
Cassava Industrial Production,1108200000,Davao de Oro (Compostela Valley),1.31,0.11,,,,,,,,,
Cassava Industrial Production,1108600000,Davao Occidental,1387.56,561.37,1462.5,580.35,1445.65,575.59,1431.17,557.76,1401.31,550.56,1025.45
Cassava Industrial Production,1130700000,Davao City,888.36,968.99,919.44,977.8,,,,,376.63,667.58,599.35
Cassava Industrial Production,1204700000,Cotabato (North Cotabato),1864.87,2271.36,1727.65,2132.88,1571.81,1966.3,1300.94,2094.26,3909.82,2100.93,1520.59
Cassava Industrial Production,1206300000,South Cotabato,51996.02,28890.89,53175.0,33014.5,56310.78,32024.07,40313.54,28622.19,36475.21,19953.06,16091.63
Cassava Industrial Production,1206500000,Sultan Kudarat,0.26,3.03,,,,,,,188.17,,
Cassava Industrial Production,1208000000,Sarangani,98.0,790.0,82.5,660.0,77.0,330.0,83.0,155.0,41.0,87.12,
Cassava Industrial Production,1400100000,Abra,,,,,,,,,,,
Cassava Industrial Production,1401100000,Benguet,163.74,592.26,122.03,432.0,138.93,355.0,89.75,345.0,136.73,335.67,226.75
Cassava Industrial Production,1402700000,Ifugao,208.88,55.49,5.21,4.0,270.05,10.27,,,,,
Cassava Industrial Production,1403200000,Kalinga,,,,,,,,,1.81,,
Cassava Industrial Production,1404400000,Mountain Province,,,,,,,,,,,
Cassava Industrial Production,1408100000,Apayao,8539.09,2864.65,8630.42,3016.94,9179.92,2854.0,9108.34,2703.0,8856.62,1785.75,502.32
Cassava Industrial Production,1600200000,Agusan del Norte,,,,,,,,,,,
Cassava Industrial Production,1600300000,Agusan del Sur,,,,,,,,,1.8,,
Cassava Industrial Production,1606700000,Surigao del Norte,,,,,,,,,,,
Cassava Industrial Production,1606800000,Surigao del Sur,,,,,,,,,,,0.65
Cassava Industrial Production,1608500000,Dinagat Islands,703.14,57.17,,,,,,,,5.94,
Cassava Industrial Production,1630400000,Butuan City,,,,,,,,,,,
Cassava Industrial Production,1704000000,Marinduque,,,,,,,,,,,
Cassava Industrial Production,1705100000,Occidental Mindoro,1484.6,,1407.42,35.75,1663.0,11.92,1642.66,16.44,1842.04,13.88,20.79
Cassava Industrial Production,1705200000,Oriental Mindoro,242.77,102.65,178.16,77.1,124.51,61.98,123.95,56.58,108.0,31.2,15.0
Cassava Industrial Production,1705300000,Palawan,,,,,,,,,,,
Cassava Industrial Production,1705900000,Romblon,5.67,6.68,5.5,6.41,,,,,,,
Cassava Industrial Production,1731500000,Puerto Princesa City,,,,,,,,,,,
Cassava Industrial Production,1804500000,Negros Occidental,,,,,,,,,,,
Cassava Industrial Production,1804600000,Negros Oriental,10627.52,4704.72,9405.3,4737.11,11538.62,5779.63,9860.88,4135.97,9481.83,4945.11,7465.55
Cassava Industrial Production,1806100000,Siquijor,271.51,173.72,283.12,176.24,335.15,218.79,260.59,189.58,261.93,188.07,194.67
Cassava Industrial Production,1830200000,Bacolod City,,,,,,,,,,,
Cassava Industrial Production,1900700000,Basilan,,,,,,,,0.45,,,
Cassava Industrial Production,1903600000,Lanao del Sur,157230.0,224179.0,157241.4,224200.0,157228.2,224491.0,155220.0,224522.0,164310.5,225308.0,34742.0
Cassava Industrial Production,1907000000,Tawi-Tawi,,,,,,,,,1.74,,
Cassava Industrial Production,1908700000,Maguindanao del Norte,,,,,,,,,,,
Cassava Industrial Production,1908800000,Maguindanao del Sur,,,,,,,,,,,
