Commodity Type,ADM2_PCODE,Province,2021,2022,2023,2024,2025,2026
Overall Squash Production,1704000000,Marinduque,607.81,698.25,460.27,332.09,282.55,104.26
Overall Squash Production,1705100000,Occidental Mindoro,397.25,389.56,362.55,344.53,410.49,350.93
Overall Squash Production,1705200000,Oriental Mindoro,938.57,1555.51,649.13,836.27,846.26,16.8
Overall Squash Production,1705300000,Palawan,289.95,275.51,184.97,175.55,191.14,59.81
Overall Squash Production,1705900000,Romblon,756.06,788.01,574.56,467.27,536.62,229.82
Overall Squash Production,1731500000,Puerto Princesa City,,,,,,
Overall Squash Production,1804500000,Negros Occidental,5034.23,4619.41,4537.96,4561.0,4528.46,1554.0
Overall Squash Production,1804600000,Negros Oriental,1634.2,1294.82,1158.58,1348.97,1328.9,233.06
Overall Squash Production,1806100000,Siquijor,229.78,221.18,205.78,217.88,225.38,20.21
Overall Squash Production,1830200000,Bacolod City,,,,,,
Overall Squash Production,1900700000,Basilan,168.64,173.03,169.23,111.79,103.12,10.18
Overall Squash Production,1903600000,Lanao del Sur,508.05,509.04,744.39,744.3,1115.4,123.1
Overall Squash Production,1907000000,Tawi-Tawi,27.36,26.11,23.74,21.35,15.27,1.52
Overall Squash Production,1908700000,Maguindanao del Norte,,,,,657.47,191.16
Overall Squash Production,1908800000,Maguindanao del Sur,686.0,694.69,674.3,631.16,431.06,38.52
