Commodity Type,ADM2_PCODE,Province,2021,2022,2023,2024,2025,2026
Overall Spring Onion Production,0802600000,Eastern Samar,,,,1.43,3.81,
Overall Spring Onion Production,0803700000,Leyte,,,13.52,301.02,300.12,281.0
Overall Spring Onion Production,0804800000,Northern Samar,,,,0.28,,0.1
Overall Spring Onion Production,0806000000,Samar (Western Samar),,,,0.03,0.14,
Overall Spring Onion Production,0806400000,Southern Leyte,,,,35.07,22.46,13.72
Overall Spring Onion Production,0807800000,Biliran,,0.28,0.39,0.45,0.42,0.07
Overall Spring Onion Production,0906600000,,,,,2.03,0.32,
Overall Spring Onion Production,0907200000,Zamboanga del Norte,,,5.28,12.97,12.49,0.05
Overall Spring Onion Production,0907300000,Zamboanga del Sur,,,,,,
Overall Spring Onion Production,0907400000,Zamboanga City,,,,,,0.03
Overall Spring Onion Production,0908300000,Zamboanga Sibugay,,,0.12,0.68,0.87,0.65
Overall Spring Onion Production,1001300000,Bukidnon,,,6.43,83.01,87.42,14.78
Overall Spring Onion Production,1001800000,Camiguin,0.7,0.57,0.67,1.43,2.4,0.64
Overall Spring Onion Production,1003500000,Lanao del Norte,17.5,17.66,17.22,30.6,27.6,11.66
Overall Spring Onion Production,1004200000,Misamis Occidental,,,,5.07,22.4,15.2
Overall Spring Onion Production,1004300000,Misamis Oriental,,,,0.95,1.68,
Overall Spring Onion Production,1102300000,Davao del Norte,,,,0.61,,
Overall Spring Onion Production,1102400000,Davao del Sur,,,,0.03,0.04,
Overall Spring Onion Production,1102500000,Davao Oriental,,,,,,
Overall Spring Onion Production,1108200000,Davao de Oro (Compostela Valley),,,,,,
Overall Spring Onion Production,1108600000,Davao Occidental,,,,,,
Overall Spring Onion Production,1130700000,Davao City,,,,,,
Overall Spring Onion Production,1204700000,Cotabato (North Cotabato),40.06,35.64,51.97,39.7,35.52,7.38
Overall Spring Onion Production,1206300000,South Cotabato,54.45,65.67,61.97,92.06,26.81,5.21
Overall Spring Onion Production,1206500000,Sultan Kudarat,81.94,84.56,84.89,81.99,84.61,17.86
Overall Spring Onion Production,1208000000,Sarangani,,,,,,
Overall Spring Onion Production,1400100000,Abra,,,,,0.68,
Overall Spring Onion Production,1401100000,Benguet,,,,,,
Overall Spring Onion Production,1402700000,Ifugao,,,8.26,24.22,3.02,3.53
Overall Spring Onion Production,1403200000,Kalinga,,,8.34,,0.89,
Overall Spring Onion Production,1404400000,Mountain Province,,,,,,
Overall Spring Onion Production,1408100000,Apayao,,,,0.25,0.26,
Overall Spring Onion Production,1600200000,Agusan del Norte,,,1.81,2.19,2.3,0.08
Overall Spring Onion Production,1600300000,Agusan del Sur,,,,5.0,9.58,1.53
Overall Spring Onion Production,1606700000,Surigao del Norte,0.02,3.0,2.08,3.09,2.79,0.03
Overall Spring Onion Production,1606800000,Surigao del Sur,0.01,0.01,,4.45,2.45,1.39
Overall Spring Onion Production,1608500000,Dinagat Islands,,,,,,
Overall Spring Onion Production,1630400000,Butuan City,,,,,,0.04
Overall Spring Onion Production,1704000000,Marinduque,,,,,,
Overall Spring Onion Production,1705100000,Occidental Mindoro,,,,,,
Overall Spring Onion Production,1705200000,Oriental Mindoro,,,,,,
Overall Spring Onion Production,1705300000,Palawan,,,,,,
Overall Spring Onion Production,1705900000,Romblon,,,,5.25,5.03,4.94
Overall Spring Onion Production,1731500000,Puerto Princesa City,,,,,,0.04
Overall Spring Onion Production,1804500000,Negros Occidental,153.6,157.38,164.13,156.49,153.79,56.14
Overall Spring Onion Production,1804600000,Negros Oriental,753.5,851.46,921.01,602.53,649.04,125.9
Overall Spring Onion Production,1806100000,Siquijor,47.45,48.32,40.63,39.13,35.07,3.41
Overall Spring Onion Production,1830200000,Bacolod City,,,,,,
Overall Spring Onion Production,1900700000,Basilan,,,,,,
Overall Spring Onion Production,1903600000,Lanao del Sur,,,82.56,99.84,106.19,1.24
Overall Spring Onion Production,1907000000,Tawi-Tawi,,,,,,
Overall Spring Onion Production,1908700000,Maguindanao del Norte,,,,,,
Overall Spring Onion Production,1908800000,Maguindanao del Sur,,,,,433.6,200.0
